"acc.x_x","acc.x_y","acc.y_x","acc.y_y","acc.z_x","acc.z_y","gyro.x_x","gyro.x_y","gyro.y_x","gyro.y_y","gyro.z_x","gyro.z_y"
347066,0.002297688974,347066,0.01362041198,347066,0.9432317615,347066,-0.6499838233,347066,-1.729102492,347066,-0.1437070519,
347166,-0.1031752676,347166,0.01144201122,347166,0.9454590082,347166,-10.70182419,347166,10.030653,347166,0.5508138537,
347266,0.06298232079,347266,-0.03313779086,347266,0.9012435675,347266,-6.32917738,347266,32.32667923,347266,2.642763376,
347366,-0.03309230134,347366,0.1022029668,347366,0.8400874734,347366,-3.21380806,347366,17.46989632,347366,2.051054239,
347466,-0.466065526,347466,-0.08028484136,347466,0.886115551,347466,-18.54050064,347466,69.60214996,347466,4.216656208,
347566,-0.1046981066,347566,-0.1180840135,347566,0.9706888199,347566,-7.226778507,347566,37.56124496,347566,3.79071188,
347666,0.1066615134,347666,-0.07040671259,347666,0.9852076769,347666,31.89958382,347666,-82.30768585,347666,2.11008954,
347766,-0.1108463332,347766,-0.006447833963,347766,1.089706898,347766,5.083139896,347766,-16.87130547,347766,1.903386474,
347866,-0.09643734246,347866,0.1334213167,347866,0.9354276061,347866,-1.901438594,347866,-4.719463825,347866,0.5666865706,
347966,0.06309303641,347966,-0.03837974742,347966,0.8959160447,347966,-0.5109931827,347966,-24.49716187,347966,4.337073326,
348066,0.1971800327,348066,-0.006135691423,348066,0.976546526,348066,-3.748363733,348066,-20.49591255,348066,5.996275902,
348166,0.0817848444,348166,0.07707432657,348166,1.040567756,348166,-3.572239399,348166,-4.762601852,348166,3.943698883,
348266,-0.02217860147,348266,0.007741681766,348266,0.9647848606,348266,0.06135946885,348266,-0.4103014469,348266,2.66770792,
348366,-0.02391286194,348366,-0.05360792577,348366,0.9474360347,348366,-1.313354969,348366,-2.421537399,348366,4.653278351,
348466,-0.1362876147,348466,-0.1432560533,348466,0.9522072077,348466,-3.148926497,348466,-0.4403500259,348466,5.697971344,
348566,0.03937432915,348566,0.07369731367,348566,0.9692541361,348566,-1.821687341,348566,-1.78904295,348566,7.238403797,
348666,0.01549320668,348666,0.03909028694,348666,1.067385674,348666,2.17848897,348666,-3.937263012,348666,6.444253445,
348766,-0.002561443485,348766,0.0336737521,348766,1.067307353,348766,3.766465664,348766,0.8046928644,348766,4.240293026,
348866,-0.03669345006,348866,0.03351043537,348866,1.031611443,348866,-2.117645264,348866,2.12496829,348866,2.247096062,
349066,0.04199995473,349066,0.02209884487,349066,1.028667569,349066,-2.092975616,349066,-0.4331112504,349066,-2.480467319,
349166,0.01600889489,349166,-0.01702618599,349166,0.9291854501,349166,2.416705847,349166,0.8776771426,349166,-4.919098854,
349266,0.1458566785,349266,0.03772906959,349266,1.051662445,349266,9.831120491,349266,1.468630791,349266,-9.413085938,
349366,0.02450263128,349366,-0.06318817288,349366,0.9545397162,349366,13.2682457,349366,1.9429456,349366,-9.61365509,
349466,0.1854893565,349466,0.01549959183,349466,1.000839591,349466,6.314230919,349466,15.21536922,349466,-9.936723709,
349566,-0.05063319206,349566,0.04842548072,349566,1.054433584,349566,1.085689306,349566,6.778505325,349566,-7.472723961,
349666,-0.02586471289,349666,-0.02308210172,349666,0.9901422262,349666,-2.022154331,349666,6.630258083,349666,-5.748631954,
349766,0.0475904271,349766,0.1009877473,349766,1.031904459,349766,-11.53533554,349766,2.19218564,349766,-2.181632996,
349866,0.07039141655,349866,-0.1550003439,349866,0.9647319317,349866,0.3403170109,349866,-10.49901199,349866,0.5310655236,
349966,1.729342818,349966,0.2327903956,349966,5.015796185,349966,76.71797943,349966,-45.06142807,349966,-14.67198086,
350066,0.1526529938,350066,-0.3012866378,350066,1.101040602,350066,-2.386008739,350066,-12.57211971,350066,-2.846428871,
350166,-0.2538284361,350166,-0.223259896,350166,0.8941662908,350166,-21.42557716,350166,-4.003574371,350166,-1.295603991,
350266,0.1396899819,350266,-0.2095780373,350266,0.9867042303,350266,-18.04362679,350266,3.004405499,350266,0.09582348913,
350366,-0.01593908854,350366,-0.07749655843,350366,0.9240242839,350366,-2.793434858,350366,-2.2304883,350366,1.103328109,
350466,-0.06073317304,350466,-0.06404288113,350466,0.8994643688,350466,9.921211243,350466,-2.106233835,350466,-0.9496387243,
350566,-0.1162748784,350566,-0.1428979039,350566,0.8355579376,350566,1.488003969,350566,0.8100827932,350566,2.900343418,
350666,-0.06903461367,350666,0.07583645731,350666,0.9650725126,350666,-5.380460739,350666,0.3040568531,350666,3.00821352,
350766,-0.1219573244,350766,0.008130323142,350766,1.000813723,350766,-5.613367558,350766,-2.565504551,350766,2.955307484,
350866,-0.08009881526,350866,-0.1029510349,350866,0.9873999357,350866,-6.391501427,350866,-2.962705135,350866,1.932632804,
350966,-0.04640737176,350966,-0.009345371276,350966,1.008416891,350966,-3.970649004,350966,-0.6875447631,350966,1.323250651,
351066,-0.393668443,351066,-0.07728281617,351066,0.9921988249,351066,-1.596240878,351066,1.267647028,351066,1.793571711,
351166,-0.03325077891,351166,-0.08641271293,351166,1.043484807,351166,1.159834862,351166,0.5080766082,351166,2.812435627,
351366,0.05446621031,351366,0.05922074243,351366,1.006721973,351366,-0.03882820159,351366,-2.867139816,351366,2.925522089,
351466,0.03813587502,351466,-0.005142641719,351466,1.079147458,351466,1.003586054,351466,0.05033527687,351466,6.051124573,
351566,0.05093280599,351566,0.01068293024,351566,1.047929049,351566,-1.262803078,351566,-8.811637878,351566,3.314160585,
351666,-0.02146978118,351666,0.03659882024,351666,1.025781035,351666,-0.9889019728,351666,-12.9823637,351666,0.1948483437,
351766,-0.0506090112,351766,0.02672419325,351766,0.9338520169,351766,0.7668069005,351766,-7.964957714,351766,-2.057225704,
351866,-0.03380187228,351866,0.1238325387,351866,1.032283783,351866,6.560529232,351866,-4.492964745,351866,-1.056514382,
351966,0.1046793982,351966,0.05816597864,351966,1.086940527,351966,10.5094099,351966,-3.938759089,351966,0.639737606,
352066,0.01133102644,352066,0.03161510825,352066,0.9614992738,352066,6.982531548,352066,-2.06042695,352066,-2.189928055,
352166,-0.03763540834,352166,0.06408518553,352166,0.935321629,352166,6.959203243,352166,-1.650807261,352166,-3.794432402,
352266,0.001705258968,352266,0.02195850387,352266,0.9371749759,352266,0.07587328553,352266,2.180819273,352266,-1.450286746,
352366,-0.007358108182,352366,0.00705440389,352366,0.8876457214,352366,1.950003028,352366,-1.088460803,352366,0.3287721276,
352466,0.04826271161,352466,0.1101994216,352466,0.8435542583,352466,1.82226038,352466,-3.519991398,352466,-0.783110857,
352566,0.1176356524,352566,0.01318743825,352566,1.005761623,352566,1.012094498,352566,-4.850982666,352566,-0.004997122101,
352666,0.06482367218,352666,0.08611718565,352666,1.081261754,352666,-0.7708077431,352666,-0.5179211497,352666,0.3827356398,
352766,-0.05964624509,352766,-0.059495233,352766,0.9088053107,352766,-4.545794487,352766,2.45660305,352766,2.134847641,
352866,0.01664484665,352866,-0.07234705985,352866,0.9235567451,352866,-1.874568462,352866,0.5973221064,352866,1.049777269,
352966,0.1170457974,352966,0.08594837785,352966,1.074440479,352966,-1.166749716,352966,-2.409328699,352966,0.08767945319,
353066,-0.1045369729,353066,-0.1025995687,353066,0.9022283554,353066,-11.4699173,353066,7.356443405,353066,-4.02888155,
353166,0.04217170924,353166,0.2101136744,353166,0.9515471458,353166,-10.75149632,353166,27.5814743,353166,-9.869965553,
353266,-0.02803009935,353266,0.08070734143,353266,0.9574385285,353266,-23.02523994,353266,103.8474884,353266,-3.128332853,
353366,-0.03699262813,353366,-0.01774023473,353366,1.031480074,353366,13.76464081,353366,-3.054739714,353366,-4.387646675,
353466,-0.2531420588,353466,0.004375659861,353466,1.017507315,353466,-2.889677763,353466,-14.11889362,353466,-4.054794788,
353566,-0.03407797217,353566,-0.001195726916,353566,0.9838865995,353566,0.9091280699,353566,-26.86952591,353566,0.7974180579,
353666,-0.03049390391,353666,-0.1798791736,353666,1.033945084,353666,3.23288393,353666,-34.49032593,353666,5.381317139,
353766,-0.0618034564,353766,-0.2013419122,353766,0.8969265819,353766,-2.990004301,353766,-34.38902664,353766,8.263246536,
353866,0.1173817813,353866,-0.07736255974,353866,1.055192709,353866,-5.535782814,353866,-10.98286343,353866,3.824256897,
353966,0.1349521428,353966,0.04924853519,353966,1.009284377,353966,-1.321838021,353966,14.17588711,353966,-0.4188520908,
354066,0.0329843089,354066,-0.1104097739,354066,0.8748148084,354066,2.607816458,354066,5.835419178,354066,-2.527890205,
354166,-0.03315326199,354166,0.05504984781,354166,0.9181986451,354166,3.580031633,354166,-2.96694541,354166,-3.889177561,
354266,0.07094884664,354266,-0.2792764902,354266,1.064304113,354266,11.75401783,354266,-3.40201354,354266,-5.791584969,
354366,-0.04878085107,354366,0.1572137326,354366,1.174620152,354366,14.81752396,354366,-4.912535667,354366,-5.624382496,
354466,-0.8247889876,354466,-0.08407351375,354466,1.086833119,354466,7.020308495,354466,4.930552959,354466,-3.140783787,
354566,-0.1446561664,354566,0.1228348464,354566,1.061740875,354566,7.190921307,354566,4.277348995,354566,-2.300400734,
354666,-0.01084836386,354666,0.01823437959,354666,1.044044256,354666,4.458341599,354666,5.749578953,354666,-0.483748138,
354766,0.01648010686,354766,-0.1242600232,354766,1.130767584,354766,-1.890427232,354766,8.07759285,354766,1.172388911,
354866,-0.05015647039,354866,0.09489102662,354866,0.9519638419,354866,-3.193940639,354866,7.529758453,354866,3.380716085,
354966,-0.006754782982,354966,-0.1828967631,354966,0.9884068966,354966,-17.47968864,354966,11.57663536,354966,3.76702714,
355066,0.00738034118,355066,-0.1965380311,355066,1.084990859,355066,-7.391978741,355066,0.002288013231,355066,2.397585392,
355166,0.1379448026,355166,-0.1234460324,355166,1.162381887,355166,-5.35566473,355166,0.8417775035,355166,-0.5115379095,
355266,-0.09272163361,355266,0.183241412,355266,1.035825372,355266,7.233380795,355266,-14.92280579,355266,-0.1260069609,
355366,0.08446199447,355366,-0.05463282019,355366,1.131568551,355366,39.13544464,355366,-10.78571224,355366,-1.456103683,
355466,-0.008122188039,355466,0.02681444772,355466,1.06112206,355466,26.69354439,355466,-4.4287076,355466,-4.239483356,
355566,-0.07291641831,355566,-0.252200067,355566,1.04047823,355566,-27.63723373,355566,-12.33730698,355566,-0.7710325122,
355666,-0.2311282009,355666,0.004070573021,355666,1.038227916,355666,-8.303767204,355666,-2.731215,355666,-2.08359623,
355766,0.03188870475,355766,-0.008247670718,355766,1.028838515,355766,-1.588046432,355766,5.723760605,355766,0.1051562279,
355866,-0.04225747287,355866,-0.1050525084,355866,1.033390641,355866,-7.267288208,355866,5.070721626,355866,2.192424297,
355966,-0.02950274572,355966,-0.0439196229,355966,0.9576253295,355966,-23.83834839,355966,9.778543472,355966,2.900031805,
356066,0.08526083082,356066,-0.1898616552,356066,0.8736122847,356066,-19.85327339,356066,4.474790573,356066,1.371049285,
356166,-0.07529705763,356166,-0.3576585352,356166,0.8128591776,356166,-40.61340332,356166,16.54698181,356166,1.663836837,
356266,-0.007449960336,356266,-0.01540105697,356266,0.964830637,356266,-7.036231041,356266,7.527523994,356266,0.3993408382,
356366,-0.03607155755,356366,0.06040664762,356366,1.063798189,356366,47.84779739,356366,-24.25229645,356366,-0.7911045551,
356466,-0.006370423827,356466,0.1180591807,356466,1.088888168,356466,21.16649628,356466,-4.910435677,356466,0.409909755,
356566,-0.1363021433,356566,0.05148341134,356566,1.029986739,356566,4.045689106,356566,-3.677151203,356566,-1.066532373,
356666,-0.07033180445,356666,0.01595035754,356666,0.8723858595,356666,2.57333684,356666,-4.545785904,356666,0.2726449966,
356766,-0.0580625087,356766,-0.00353031652,356766,0.9399691224,356766,2.718573332,356766,-5.383039474,356766,0.8144530654,
356866,-0.186184749,356866,-0.01091700513,356866,0.9772788286,356866,3.392637253,356866,2.216212273,356866,0.2886664867,
356966,-0.008053782396,356966,-0.007423230913,356966,0.9261672497,356966,0.7338038087,356966,0.0068388246,356966,0.3552804887,
357066,-0.0686468631,357066,-0.02050535567,357066,0.8975020647,357066,-1.199684858,357066,-2.091255426,357066,0.4989760518,
357166,7.926191756e-05,357166,-0.00696248794,357166,0.917725563,357166,-3.28789115,357166,-0.2870272994,357166,0.9286398888,
357266,-0.2159207016,357266,-0.004064951558,357266,0.9283978343,357266,-1.203988194,357266,0.09520437568,357266,-0.06237028912,
357366,0.007715760265,357366,0.1781352162,357366,0.9886743426,357366,-3.718954563,357366,0.6656714678,357366,-0.07158312201,
357466,-0.2074693441,357466,-0.1261502355,357466,0.8411386609,357466,0.2927739024,357466,-1.836095333,357466,0.1871037185,
357566,-0.06674654782,357566,-0.1084292531,357566,1.042444944,357566,21.74147224,357566,0.01686111279,357566,-0.918459177,
357666,0.03872668371,357666,0.02969188802,357666,1.013422966,357666,15.20816803,357666,-1.49661231,357666,0.1652987599,
357766,-0.01943705603,357766,-0.1770412773,357766,1.026596546,357766,44.71919632,357766,-4.349982262,357766,0.4686464071,
357866,0.01601813734,357866,-0.09357050061,357866,1.100193262,357866,-6.998266697,357866,-1.992587328,357866,1.707163095,
357966,-0.02050254866,357966,-0.06241963431,357966,1.01812017,357966,-4.06099987,357966,-4.101496696,357966,-0.2752498686,
358066,-0.09530784935,358066,0.1573146433,358066,0.9906526208,358066,-22.92269897,358066,-1.542715073,358066,-1.884655476,
358166,-0.06206252053,358166,0.08984986693,358166,1.094473004,358166,-11.5564518,358166,2.305575609,358166,-1.615235448,
358266,-0.0128021976,358266,0.05072838441,358266,1.046189785,358266,-9.650555611,358266,-2.992204905,358266,-1.013421535,
358366,-0.08726107329,358366,-0.1844464689,358366,0.8800860643,358366,3.152542591,358366,-3.117228031,358366,-0.0443526879,
358466,0.02577644773,358466,0.2840675712,358466,1.000513315,358466,2.568424225,358466,-4.176809311,358466,0.08057127148,
358566,-0.06499009579,358566,0.02678501606,358566,0.9938911796,358566,2.172194242,358566,-3.939193726,358566,-1.308713317,
358666,-0.06827871501,358666,-0.09573007375,358666,1.045193076,358666,1.603848934,358666,2.436448097,358666,-1.146266222,
358766,-0.05280977488,358766,-0.1236978099,358766,1.011740923,358766,-11.94095898,358766,2.142041445,358766,0.008023306727,
358866,0.06242102012,358866,-0.2105484605,358866,1.004745007,358866,-19.12514877,358866,5.634974003,358866,2.492795706,
358966,-0.07787131518,358966,0.2063332945,358966,0.964402914,358966,-7.491747856,358966,-0.2262775153,358966,0.630240798,
359066,-0.005955114495,359066,0.1222405955,359066,1.074904442,359066,1.78270185,359066,-3.4797616,359066,1.449028373,
359166,-0.1682887077,359166,-0.3100124598,359166,0.870143652,359166,2.73203826,359166,-3.664581537,359166,2.862794638,
359266,0.01054501347,359266,0.01414264273,359266,0.9937072396,359266,25.37738228,359266,26.66628456,359266,2.7178123,
359366,-0.07721600682,359366,0.1236206219,359366,0.989415586,359366,8.170646667,359366,8.21814537,359366,1.934567571,
359466,-0.04691904783,359466,-0.2158236504,359466,0.8868492246,359466,6.056997776,359466,-0.3836723566,359466,1.816911221,
359566,-0.06793245673,359566,-0.01613288932,359566,1.101181388,359566,9.87503624,359566,6.720600128,359566,-0.3159200847,
359666,-0.1946420819,359666,-0.1456167847,359666,0.8281602263,359666,9.694937706,359666,-1.18657732,359666,-1.345977783,
359766,0.06701637059,359766,0.2430537343,359766,1.062518835,359766,6.42047739,359766,-5.811355114,359766,-1.021311045,
359866,-0.06768656522,359866,0.06456228346,359866,1.115695477,359866,4.49674511,359866,2.231159925,359866,-1.43413794,
359966,0.1888290644,359966,0.07171136886,359966,1.163191199,359966,-7.745595932,359966,-2.425880671,359966,-3.175932169,
360066,-0.02474604733,360066,-0.1367717534,360066,1.023969412,360066,-6.073032379,360066,-0.6095926166,360066,-3.86369133,
360166,-0.02932848036,360166,0.2727427483,360166,1.06712842,360166,-5.775822163,360166,10.23063183,360166,-1.418286681,
360266,-0.02345009707,360266,0.004273684695,360266,0.9988951087,360266,-2.994772911,360266,8.202281952,360266,-1.932673097,
360366,-0.008080320433,360366,-0.01902805269,360366,0.9827201962,360366,2.191712141,360366,2.304773808,360366,-0.8641921878,
360466,0.1801591665,360466,-0.1263330877,360466,0.9546623826,360466,3.255303621,360466,-2.062289238,360466,-2.21351409,
360566,-0.01535365637,360566,-0.05144480988,360566,0.9901099801,360566,-7.724104404,360566,-5.605969429,360566,0.04825261608,
360666,-0.02113169245,360666,0.1085326076,360666,0.9739758968,360666,-13.1871891,360666,12.04183483,360666,1.32070601,
360766,-0.06525358558,360766,-0.0585321188,360766,1.025849342,360766,-8.931238174,360766,10.55560303,360766,1.562229753,
360866,-0.1963881105,360866,-0.03761674091,360866,1.028239727,360866,-5.838311672,360866,9.34141922,360866,3.975724936,
360966,-0.2486577332,360966,-0.1263282448,360966,0.9400907755,360966,-10.53577614,360966,10.13047886,360966,7.082065582,
361066,-0.06394970417,361066,-0.05425877124,361066,0.9798406959,361066,25.1774826,361066,-18.95248604,361066,3.312734365,
361166,-0.1281919032,361166,0.1519647539,361166,0.9118690491,361166,32.79984665,361166,-14.82328224,361166,0.8925405741,
361266,-0.04059000686,361266,-0.1503762603,361266,0.938970387,361266,11.19538212,361266,-13.13082218,361266,1.692619324,
361366,0.1189663857,361366,-0.3888284564,361366,0.9764387608,361366,7.52028656,361366,-15.27768612,361366,-1.498835206,
361466,-0.07568939775,361466,-0.3433372676,361466,0.9778169394,361466,6.378521442,361466,-11.23530388,361466,-1.92977643,
361566,-0.0519310534,361566,-0.06391955912,361566,0.9783583283,361566,-0.5541764498,361566,-7.602780342,361566,-0.9087272286,
361666,-0.46431306,361666,-0.1221658513,361666,0.9578922987,361666,4.785119534,361666,-6.197909832,361666,-1.637675524,
361766,-0.1155410036,361766,-0.04332744703,361766,1.00783205,361766,3.926748514,361766,-0.531298697,361766,-1.343299031,
361866,0.1455655843,361866,-0.1217687801,361866,1.134040833,361866,-2.282120943,361866,2.571710825,361866,-0.2690908313,
361966,-0.003918111324,361966,-0.03659498692,361966,1.06364572,361966,-8.255003929,361966,7.781606674,361966,2.004682541,
362066,0.1519031525,362066,0.1702618599,362066,1.177421689,362066,-3.299555063,362066,2.261178255,362066,2.762379646,
362166,-0.01265610754,362166,-0.2415020466,362166,1.025023699,362166,-1.622811317,362166,-2.665066004,362166,1.882476926,
362266,-0.08037033677,362266,-0.06770222634,362266,1.140422344,362266,1.699771762,362266,-1.7483356,362266,0.397867471,
362366,-0.06739978492,362366,-0.09488313645,362366,1.139285803,362366,1.761742234,362366,-6.647984982,362366,-0.183291316,
362466,-0.1253180802,362466,0.08581711352,362466,1.093679786,362466,6.572865963,362466,19.30353737,362466,2.178236961,
362566,0.031609606,362566,0.03472822532,362566,1.112204313,362566,12.28062248,362566,14.56475258,362566,1.287555814,
362666,-0.1128494814,362666,0.1901752204,362666,1.065925002,362666,36.01401901,362666,64.60749054,362666,0.9110686779,
362766,-0.0595908314,362766,-0.4391176999,362766,1.089972973,362766,12.58970642,362766,-9.138010025,362766,0.9938131571,
362866,-0.08325788379,362866,-0.3010447919,362866,0.8867092133,362866,6.353374004,362866,-11.48423767,362866,0.3970986605,
362966,0.01397170592,362966,-0.1967231184,362966,0.9985327125,362966,-1.790497184,362966,-13.77697849,362966,1.147007465,
363066,-0.0135965962,363066,0.1990463734,363066,1.08877182,363066,-48.9077034,363066,-2.873193979,363066,2.478752851,
363166,0.04139180854,363166,-0.1127839386,363166,1.039968252,363166,-21.17920113,363166,-1.540275574,363166,3.215343714,
363266,0.01130460296,363266,0.2161628604,363266,0.9810801744,363266,-0.8960083127,363266,-2.322710037,363266,3.00301981,
363366,-0.04402840883,363366,-0.05143294111,363366,0.8578938842,363366,13.52168369,363366,-2.763426304,363366,2.3769238,
363466,-0.1598105133,363466,0.005816489924,363466,0.938018024,363466,7.552279949,363466,-0.05485805497,363466,1.179613471,
363566,-0.07672318071,363566,0.002964287065,363566,0.9998950362,363566,6.166664124,363566,0.5597720742,363566,0.825615108,
363666,-0.07469729334,363666,-0.1787761301,363666,0.9171637297,363666,3.579628229,363666,-2.588533163,363666,-0.2833527029,
363766,-0.003447927535,363766,0.07357455045,363766,0.9634324312,363766,1.671658516,363766,0.5527809858,363766,-2.055141449,
