time,acc.x_y,time,acc.y_y,time,acc.z_y,time,gyro.x_y,time,gyro.y_y,time,gyro.z_y,avgx,avgy,avgz
1423655,-0.00800983,1423655,0.00210921,1423655,0.992726862,1423655,0.32409507,1423655,0.450714678,1423655,-0.597847819,,,
1424155,-0.004766149,1424155,0.002468426,1424155,0.999578059,1424155,0.207560897,1424155,0.069898896,1424155,-0.099408954,,,
1424655,-0.004538373,1424655,0.001297119,1424655,1.0012995,1424655,0.063890651,1424655,0.070318595,1424655,-0.084054276,,,
1425155,-0.004958663,1425155,0.00347541,1425155,0.998371303,1425155,0.07990662,1425155,0.084197633,1425155,0.090798385,,,
1425655,-0.004799492,1425655,0.00341816,1425655,1.000934243,1425655,0.149346396,1425655,0.082097687,1425655,-0.114076205,,,
1426155,-0.005966053,1426155,0.002136827,1426155,0.998274386,1426155,0.114774168,1426155,0.094537221,1426155,-0.078893676,,,
1426655,-0.005056373,1426655,0.001726333,1426655,0.999941349,1426655,0.119372465,1426655,0.114927195,1426655,-0.150759965,,,
1427155,-0.00522858,1427155,0.002151696,1427155,0.997605383,1427155,0.066479452,1427155,0.237232477,1427155,0.062300287,,,
1427655,-0.006138446,1427655,0.000774608,1427655,1.000899196,1427655,0.158413053,1427655,0.181295186,1427655,0.032473054,,,
1428155,-0.006538129,1428155,0.003456544,1428155,0.998256326,1428155,0.159748033,1428155,0.082704701,1428155,-0.037259996,,,
1428655,-0.006859883,1428655,0.000725595,1428655,1.000542879,1428655,0.490844965,1428655,-0.091874987,1428655,-1.488178134,,,
1429155,0.02710994,1429155,-0.0267164,1429155,1.00091207,1429155,2.696671963,1429155,0.986563981,1429155,0.568039358,,,
1429655,-0.107727282,1429655,-0.064993173,1429655,1.031013608,1429655,1.347246766,1429655,-1.711728573,1429655,-0.568621099,,,
1430155,-0.06708736,1430155,0.083789505,1430155,0.858956873,1430155,-8.254240036,1430155,-2.627691746,1430155,-1.229045272,,,
1430655,-0.051028442,1430655,0.055004109,1430655,1.017260909,1430655,8.795557022,1430655,2.0809834,1430655,1.252602577,,,
1431155,-0.223926991,1431155,-0.093021214,1431155,0.915333211,1431155,13.80040073,1431155,12.35368729,1431155,-43.85721588,,,
1431655,-0.112545043,1431655,0.047969624,1431655,0.906041741,1431655,-3.140632629,1431655,-1.890344262,1431655,3.933538914,,,
1432155,-0.057577856,1432155,0.239405543,1432155,0.969104946,1432155,-5.456307888,1432155,-7.545629025,1432155,3.666722298,,,
1432655,0.060497832,1432655,-0.223624319,1432655,0.90730536,1432655,-24.52526283,1432655,-7.158462524,1432655,18.35127831,,,
1433155,-0.076994844,1433155,-0.296816856,1433155,0.851023853,1433155,-4.026947498,1433155,18.20780182,1433155,17.49564171,,,
1433655,-0.035976276,1433655,-0.186778858,1433655,0.971566916,1433655,12.16068935,1433655,-9.765435219,1433655,-0.5549317,,,
1434155,-0.010775466,1434155,0.077618316,1434155,1.080339551,1434155,24.59474564,1434155,8.240697861,1434155,-2.474851847,,,
1434655,-0.02031618,1434655,-0.007573911,1434655,0.990567207,1434655,6.014006138,1434655,2.904157162,1434655,-5.201721668,,,
1435155,0.061088454,1435155,-0.110157982,1435155,0.927921534,1435155,-2.90149951,1435155,-10.14426613,1435155,-2.993372917,,,
1435655,-0.004384616,1435655,-0.128896669,1435655,0.955893695,1435655,3.190221071,1435655,-9.498594284,1435655,3.211259127,,,
1436155,0.027953332,1436155,0.165819049,1436155,0.945068657,1436155,-7.56733036,1436155,3.212962866,1436155,-4.593511581,,,
1436655,-0.089943349,1436655,-0.056023464,1436655,0.990121067,1436655,0.737210572,1436655,14.54769802,1436655,-0.565349937,,,
1437155,0.004093177,1437155,0.015618066,1437155,1.036084533,1437155,16.48558617,1437155,1.085035205,1437155,2.954071283,,,
1437655,-0.006321417,1437655,0.003412341,1437655,0.987037659,1437655,-3.319899082,1437655,-5.241235733,1437655,-7.096827984,,,
1438155,-0.020407092,1438155,0.223394722,1438155,1.028139353,1438155,-3.713144541,1438155,6.110099792,1438155,-1.29494679,,,
1438655,-0.173736513,1438655,-0.155657411,1438655,1.094269514,1438655,5.602814198,1438655,-1.579771399,1438655,3.401114464,,,
1439155,-0.016199868,1439155,-0.057405803,1439155,0.960053563,1439155,-2.497280836,1439155,-2.129882574,1439155,0.961999714,,,
1439655,0.104444966,1439655,-0.105102204,1439655,1.008760333,1439655,-6.384934425,1439655,0.738625825,1439655,-4.228598118,,,
1440155,-0.047958195,1440155,0.098024353,1440155,0.947461724,1440155,-7.831727982,1440155,-6.198758602,1440155,0.125317976,,,
1440655,-0.006724949,1440655,0.013931937,1440655,0.956830144,1440655,11.85477829,1440655,-6.453145504,1440655,0.068883292,,,
1441155,-0.033470623,1441155,-0.00397862,1441155,1.00145483,1441155,1.147032857,1441155,0.133854166,1441155,-0.731495321,,,
1441655,-0.029057408,1441655,-0.001506503,1441655,0.999931812,1441655,-0.208896101,1441655,-0.165833905,1441655,0.013486195,,,
1442155,-0.027002482,1442155,-0.003412453,1442155,0.99938041,1442155,0.212741718,1442155,0.089682847,1442155,0.004355424,,,
1442655,-0.026475776,1442655,-0.00367733,1442655,1.000105858,1442655,0.172875747,1442655,0.046800848,1442655,-0.001960715,,,
1443155,-0.026097713,1443155,-0.004300814,1443155,0.999234259,1443155,0.064863421,1443155,0.214390367,1443155,-0.099723689,,,
1443655,-0.02544019,1443655,-0.00282378,1443655,0.997878015,1443655,0.089184783,1443655,0.018002532,1443655,0.00360119,,,
1444155,-0.025757216,1444155,-0.003290276,1444155,1.000925303,1444155,0.106876202,1444155,0.213170379,1444155,0.042591885,,,
1444655,-0.02786427,1444655,-0.003918885,1444655,0.99933511,1444655,0.108481206,1444655,0.076677382,1444655,-0.075813286,,,
1445155,-0.024774564,1445155,-0.004902565,1445155,0.996851981,1445155,0.050926182,1445155,0.192759141,1445155,-0.006735735,,,
1445655,-0.026508059,1445655,-0.004032127,1445655,0.997633874,1445655,0.118170582,1445655,0.08804673,1445655,-0.125728875,,,
1446155,-0.0260703,1446155,-0.002869006,1446155,1.000043392,1446155,0.144155741,1446155,0.131414518,1446155,-0.13558355,,,
1446655,-0.024994625,1446655,-0.004125285,1446655,0.998125017,1446655,0.268501729,1446655,0.063607201,1446655,-0.081485726,,,
1447155,-0.026638718,1447155,-0.003718695,1447155,0.9988603,1447155,0.049115047,1447155,0.150970206,1447155,-0.095212758,,,
1447655,-0.025618024,1447655,-0.003255471,1447655,0.999646187,1447655,0.153213441,1447655,0.029733408,1447655,-0.022197964,,,
1448155,-0.025560256,1448155,-0.003309546,1448155,0.999667108,1448155,0.124198139,1448155,0.186343864,1448155,-0.111760214,,,
1448655,-0.024780057,1448655,-0.004605843,1448655,1.000599742,1448655,0.105985053,1448655,0.092213705,1448655,-0.077665314,,,
1449155,-0.02742812,1449155,-0.003228935,1449155,1.000832796,1449155,0.036995631,1449155,0.132887065,1449155,-0.016176449,,,
1449655,-0.025870608,1449655,-0.003997203,1449655,1.000024676,1449655,0.154665858,1449655,0.022203142,1449655,-0.086759798,,,
1450155,-0.026261697,1450155,-0.004190031,1450155,0.999291718,1450155,0.109707765,1450155,0.154827952,1450155,-0.114384197,,,
1450655,-0.027332751,1450655,-0.005572267,1450655,1.000273347,1450655,0.067423515,1450655,0.104873985,1450655,-0.161017776,,,
1451155,-0.025245739,1451155,-0.002666724,1451155,1.00109148,1451155,0.080229945,1451155,0.224742562,1451155,-0.135041297,,,
1451655,-0.02832298,1451655,-0.004988677,1451655,1.001523256,1451655,0.190156311,1451655,0.070593782,1451655,-0.003938681,,,
1452155,-0.025825335,1452155,-0.00510761,1452155,0.998704255,1452155,0.175361395,1452155,0.110819764,1452155,-0.073283404,,,
1452655,-0.026689,1452655,-0.003591098,1452655,0.998489618,1452655,0.203265935,1452655,0.145868421,1452655,-0.03485151,,,
1453155,-0.026745401,1453155,-0.003419495,1453155,0.999221563,1453155,0.0624515,1453155,0.037728198,1453155,-0.091510721,,,
1453655,-0.027282823,1453655,-0.00414399,1453655,1.001703739,1453655,0.058386263,1453655,0.236011922,1453655,-0.159916267,,,
1454155,-0.025670094,1454155,-0.003320464,1454155,1.000875354,1454155,0.045535225,1454155,0.074486353,1454155,-0.038437199,,,
