"acc.x_x","acc.x_y","acc.y_x","acc.y_y","acc.z_x","acc.z_y","gyro.x_x","gyro.x_y","gyro.y_x","gyro.y_y","gyro.z_x","gyro.z_y"
238155,-0.01865994371,238155,0.014019778,238155,0.9952962995,238155,0.1436588615,238155,0.02795540728,238155,-0.03413656726,
238255,-0.02062562294,238255,0.01246792916,238255,0.9902394414,238255,0.09437893331,238255,-0.1461837739,238255,0.07695329189,
238355,-0.01937359385,238355,0.01297415327,238355,0.9937047958,238355,0.06521035731,238355,-0.06712729484,238355,0.131290704,
238455,-0.01952370629,238455,0.01536555495,238455,0.9920348525,238455,0.1679386199,238455,-0.009091624059,238455,0.1134477854,
238555,-0.01824179105,238555,0.01184737124,238555,0.9904493093,238555,0.05876802653,238555,-0.0817309916,238555,0.2085493952,
238655,-0.01853784919,238655,0.01213503256,238655,0.9907464385,238655,0.1823085696,238655,-0.08087985218,238655,0.07647395879,
238755,-0.01965199225,238755,0.01354040392,238755,0.9903159738,238755,0.06139306724,238755,-0.04307965934,238755,0.1488190591,
238855,-0.01812463254,238855,0.01289018989,238855,0.9893114567,238855,0.06111400947,238855,-0.1794964224,238855,0.1024809629,
238955,-0.01750767604,238955,0.01280335896,238955,0.9936731458,238955,0.1113808304,238955,-0.01494786516,238955,0.06294297427,
239055,-0.01831770502,239055,0.01433533151,239055,0.9919426441,239055,0.1517207175,239055,-0.02551630884,239055,0.1720968932,
239155,-0.0195082631,239155,0.01440346614,239155,0.9921047688,239155,0.05288271978,239155,-0.07373840362,239155,0.2037743926,
239255,-0.02099828981,239255,0.0121977115,239255,0.9925499558,239255,0.06548285484,239255,-0.005197062157,239255,0.1459414065,
239355,-0.01930353604,239355,0.01312466431,239355,0.9911298156,239355,0.00583763374,239355,-0.04149982706,239355,0.06342692673,
239455,-0.01742161624,239455,0.01382483635,239455,0.9917550087,239455,0.1429876238,239455,-0.008005830459,239455,0.2511707544,
239555,-0.01997544058,239555,0.01280216407,239555,0.991440773,239555,0.1147252098,239555,-0.02672106586,239555,0.1159458309,
239655,-0.01982271113,239655,0.01389859896,239655,0.992957592,239655,0.07356891781,239655,-0.08464065939,239655,0.1038482189,
239755,-0.02047588676,239755,0.01264617685,239755,0.9911404252,239755,0.1689377129,239755,-0.1258425117,239755,0.2276558429,
239855,-0.02040194906,239855,0.01369780395,239855,0.9945043921,239855,0.06467358768,239855,-0.1318500936,239855,0.09519301355,
239955,-0.01997364312,239955,0.0135819409,239955,0.9912436604,239955,0.153731063,239955,-0.05064284801,239955,0.02880625241,
240055,-0.01919212379,240055,0.0146510303,240055,0.9904554486,240055,0.0516612716,240055,-0.0127925314,240055,0.2069993317,
240155,-0.01952077635,240155,0.01337596029,240155,0.9931684136,240155,0.08829933405,240155,0.04351577163,240155,0.1875343323,
240255,-0.02015224844,240255,0.01168941613,240255,0.9926131964,240255,0.2158608288,240255,-0.1170269102,240255,0.1073189229,
240355,-0.01980307512,240355,0.01311776415,240355,0.9904972315,240355,0.1531928778,240355,-0.1053507701,240355,0.1804585606,
240455,-0.01966427639,240455,0.01371195912,240455,0.9946352839,240455,0.08581017703,240455,-0.1015506312,240455,0.2192010283,
240555,-0.02143531851,240555,0.01189360023,240555,0.9927008152,240555,0.061929252,240555,-0.09566552192,240555,0.05953010172,
240655,-0.01824710332,240655,0.01359037124,240655,0.9926590323,240655,0.1385418326,240655,-0.05683102086,240655,0.09865533561,
240755,-0.01911901869,240755,0.01385715976,240755,0.9927435517,240755,0.06684091687,240755,-0.08909468353,240755,0.2683561146,
240855,-0.02022727579,240855,0.01269819867,240855,0.9954676032,240855,0.06167996675,240855,-0.1032809317,240855,0.1786838621,
240955,-0.01927325316,240955,0.0141645344,240955,0.9917979836,240955,0.1001064107,240955,-0.03538930789,240955,0.25328058,
241055,-0.01927191578,241055,0.01218255237,241055,0.9905897379,241055,0.02221115306,241055,-0.09323038161,241055,0.132697925,
241155,-0.0206348896,241155,0.01270563435,241155,0.9941391945,241155,0.0165842548,241155,-0.08930016309,241155,0.2012982368,
241255,-0.01908731274,241255,0.01324458513,241255,0.9929312468,241255,0.1463353038,241255,-0.08374226093,241255,0.1485855877,
241355,-0.01861811616,241355,0.01318193227,241355,0.9935202003,241355,0.08528932929,241355,-0.1436138451,241355,0.1561257094,
241455,-0.02034388855,241455,0.01274070144,241455,0.9932736754,241455,0.2300471216,241455,0.0003717452637,241455,0.1568604857,
241555,-0.0183862038,241555,0.01169738732,241555,0.9921381474,241555,0.08790169656,241555,-0.01275431551,241555,0.02021352574,
241655,-0.01894615218,241655,0.01220072992,241655,0.9930670857,241655,0.08780737221,241655,-0.03264253959,241655,-0.004532885272,
241755,-0.01926591247,241755,0.01345402561,241755,0.9920755625,241755,0.1109303534,241755,-0.003108675126,241755,0.1998902559,
241855,-0.01859236136,241855,0.0123229837,241855,0.994061172,241855,0.1234447211,241855,-0.05731715262,241855,0.1896478683,
241955,-0.01797561906,241955,0.01289384905,241955,0.9919043779,241955,-0.01781082526,241955,-0.1307581067,241955,0.1560097188,
242055,-0.01850209944,242055,0.01334860083,242055,0.9932000637,242055,0.1465905905,242055,-0.04814016446,242055,0.1138399914,
242155,-0.0192089472,242155,0.01427756436,242155,0.9926697016,242155,-0.001240339596,242155,-0.03055150807,242155,0.1483898908,
242255,-0.02068062872,242255,0.01259959769,242255,0.994001925,242255,0.05243964121,242255,-0.08651018888,242255,0.1122569889,
242355,-0.01887913235,242355,0.01265636366,242355,0.9930190444,242355,0.02445132658,242355,-0.06660829484,242355,0.17119883,
242455,-0.01880062558,242455,0.01294511091,242455,0.9941807389,242455,-0.03100562654,242455,-0.005183539819,242455,0.2415789813,
242555,-0.01878884807,242555,0.01374919713,242555,0.9903857708,242555,0.1627353877,242555,-0.1361411959,242555,0.07992531359,
242655,-0.01845315844,242655,0.01451294404,242655,0.9916696548,242655,0.1544569433,242655,0.0009198749322,242655,0.02048551477,
242755,-0.01951014996,242755,0.01303733233,242755,0.9911875725,242755,0.0600868538,242755,-0.0419572629,242755,0.1432026327,
242855,-0.01866262034,242855,0.01348971017,242855,0.9929794073,242855,0.03174476698,242855,-0.04125488177,242855,0.1414493024,
242955,-0.02049154043,242955,0.01455707476,242955,0.9922314286,242955,0.1281290799,242955,-0.0793658644,242955,0.1393152475,
243055,-0.02143678628,243055,0.01289199851,243055,0.9890246987,243055,0.1013827696,243055,-0.05656037107,243055,0.1747635603,
243155,-0.01983901113,243155,0.01370766107,243155,0.9965808988,243155,0.1040186062,243155,-0.03771523386,243155,0.06765584648,
243255,-0.01941254362,243255,0.01304460783,243255,0.99241817,243255,0.1133043319,243255,0.007737285458,243255,0.002527400153,
243355,-0.01934471726,243355,0.01309802011,243355,0.9910729527,243355,0.1929560304,243355,-0.07535785437,243355,0.1756207198,
243455,-0.01880219392,243455,0.01423088461,243455,0.9923073649,243455,0.114121519,243455,0.01944552362,243455,0.1321297437,
243555,-0.01984933391,243555,0.01405373774,243555,0.9893317819,243555,0.01703562774,243555,-0.1668499112,243555,0.06557175517,
243655,-0.01963798143,243655,0.01356198173,243655,0.9937232733,243655,0.1730775982,243655,-0.1041435227,243655,0.1289800107,
243755,-0.01846098714,243755,0.01358646993,243755,0.9907302856,243755,0.08063434809,243755,-0.1650958061,243755,0.09568283707,
243855,-0.01920301467,243855,0.01239229552,243855,0.9923601747,243855,0.1362745464,243855,-0.05930210277,243855,0.01119352039,
243955,-0.0201281365,243955,0.01250532269,243955,0.9928992391,243955,0.000409388711,243955,-0.0733923912,243955,0.1208176762,
244055,-0.02125733346,244055,0.01268238481,244055,0.9918397665,244055,-0.01891968027,244055,-0.1952694952,244055,0.07131363451,
244155,-0.02102223784,244155,0.01098011807,244155,0.9925210476,244155,0.07305403799,244155,-0.128898114,244155,0.2739385366,
244255,-0.01986881904,244255,0.01362907887,244255,0.9931136966,244255,0.1905669272,244255,-0.08184073865,244255,0.1864340603,
244355,-0.01965175569,244355,0.0121380277,244355,0.9928263426,244355,0.06824369729,244355,0.006219105795,244355,0.1546813548,
244455,-0.02077724971,244455,0.0118329199,244455,0.9917010665,244455,0.09634207934,244455,-0.0394529812,244455,0.08037327975,
244555,-0.0187382102,244555,0.01227821223,244555,0.993514359,244555,0.09207069129,244555,-0.04620826244,244555,0.1339744925,
244655,-0.02137933671,244655,0.01371594984,244655,0.9924661517,244655,0.1325174123,244655,0.06114985794,244655,0.255038172,
244755,-0.01939113438,244755,0.01422458049,244755,0.9917795658,244755,0.07507104427,244755,-0.09410893172,244755,0.1402690262,
244855,-0.0186145138,244855,0.01404134184,244855,0.9923609495,244855,0.06125382707,244855,0.01410494372,244855,0.1161115319,
244955,-0.02165691555,244955,0.01410885248,244955,0.9915201664,244955,0.0576765202,244955,-0.0542342104,244955,0.1950115561,
245055,-0.01956686378,245055,0.01240058895,245055,0.9935664535,245055,0.124236241,245055,0.0411208421,245055,0.1462644339,
245155,-0.0190990977,245155,0.01294377539,245155,0.9924895763,245155,-0.0317723304,245155,0.001309590763,245155,0.1408167779,
245255,-0.01856034994,245255,0.01288208365,245255,0.9917942286,245255,0.1181278378,245255,0.06488347054,245255,0.08903009444,
245355,-0.01991243847,245355,0.01385799516,245355,0.9905486107,245355,0.2003390789,245355,-0.07457780838,245355,0.07895945013,
245455,-0.0197593458,245455,0.01303389762,245455,0.9914861917,245455,0.1311938614,245455,-0.1028179303,245455,0.1966038942,
245555,-0.02101838961,245555,0.01278614998,245555,0.9953894615,245555,0.06512610614,245555,-0.01260584127,245555,0.2117680013,
245655,-0.01837939769,245655,0.01284063328,245655,0.9930333495,245655,0.07808016986,245655,-0.04069019482,245655,0.1488056779,
245755,-0.01895148866,245755,0.01309738401,245755,0.9922513962,245755,0.03194047511,245755,-0.01513212174,245755,0.1557573527,
245855,-0.02103915438,245855,0.01440827828,245855,0.989572823,245855,0.2138604373,245855,0.003563128412,245855,0.1675911844,
245955,-0.01966132969,245955,0.01162122749,245955,0.9917545915,245955,0.1792837083,245955,-0.0299230814,245955,0.1071879342,
246055,-0.01859576628,246055,0.01420465112,246055,0.993976891,246055,0.0133179212,246055,-0.03411864862,246055,0.2115321457,
246155,-0.01951654814,246155,0.01235441305,246155,0.9903060794,246155,0.07906635851,246155,-0.007821813226,246155,0.2104479074,
246255,-0.0205327291,246255,0.0134683894,246255,0.9927538037,246255,0.1575379521,246255,-0.04228042811,246255,0.08601501584,
246355,-0.02111330256,246355,0.01461280882,246355,0.9938432574,246355,0.145275861,246355,-0.07247792184,246355,0.1548185498,
246455,-0.01880632713,246455,0.01174716651,246455,0.9950306416,246455,0.03035795689,246455,-0.07842449844,246455,0.03185973689,
246555,-0.01990728639,246555,0.01405176893,246555,0.989816606,246555,0.06973746419,246555,-0.1044422984,246555,0.1055254787,
246655,-0.01959030516,246655,0.01320718881,246655,0.9920139909,246655,0.03791822121,246655,-0.04064374417,246655,0.1107036695,
246755,-0.01976260915,246755,0.01408554986,246755,0.99123317,246755,0.02769053355,246755,-0.07621273398,246755,0.1621212959,
246855,-0.01981165446,246855,0.01430033334,246855,0.9911569953,246855,0.122654438,246855,-0.02254572511,246855,0.2197043747,
246955,-0.02031121589,246955,0.01308150124,246955,0.9927626252,246955,0.1043744758,246955,-0.1594469398,246955,0.1503112465,
247055,-0.01983222179,247055,0.01456465758,247055,0.9934186339,247055,0.05856475234,247055,-0.04679502174,247055,0.1747519374,
247155,-0.02114827,247155,0.0136375986,247155,0.993719399,247155,0.1376436204,247155,-0.1256026179,247155,0.129192248,
247255,-0.02043384872,247255,0.0112066716,247255,0.9919289947,247255,0.1433284432,247255,0.02463578619,247255,0.08821955323,
247355,-0.01994135417,247355,0.01246710494,247355,0.9928236008,247355,0.1328631639,247355,-0.1197844371,247355,0.1670919955,
247455,-0.01984398067,247455,0.01314273663,247455,0.9908862114,247455,0.1122244596,247455,-0.1148828641,247455,0.06667494029,
247555,-0.01997232065,247555,0.01276036724,247555,0.991671443,247555,0.09128970653,247555,-0.03400272131,247555,0.1508173794,
247655,-0.02027371153,247655,0.01315027475,247655,0.9918599129,247655,0.07286950946,247655,-0.07073166966,247655,0.2141802907,
247755,-0.01872868463,247755,0.01341415383,247755,0.9909116626,247755,0.1227911338,247755,0.04471090436,247755,0.01698436961,
247855,-0.01919879764,247855,0.01375031192,247855,0.9896246195,247855,0.06633416563,247855,-0.1387218833,247855,0.2464203984,
247955,-0.01986596547,247955,0.01219571754,247955,0.9921503067,247955,0.0471098423,247955,-0.02039038576,247955,0.145136714,
248055,-0.02119420469,248055,0.01409717835,248055,0.9941871166,248055,0.1680570096,248055,-0.05493558198,248055,0.1542472541,
248155,-0.01954923756,248155,0.01226469036,248155,0.9913525581,248155,-0.03559151292,248155,-0.001118596643,248155,0.1023277938,
248255,-0.02010599896,248255,0.01228268538,248255,0.9915069342,248255,-2.557395783e-05,248255,-0.05306429416,248255,0.1638557762,
248355,-0.01953274384,248355,0.01342806965,248355,0.991553843,248355,0.1336339712,248355,-0.01892472804,248355,0.06307965517,
248455,-0.01873637363,248455,0.01398652885,248455,0.9912757874,248455,0.05066739395,248455,-0.07430518419,248455,0.1136764735,
248555,-0.01960866526,248555,0.01432765089,248555,0.9908893108,248555,0.2366474867,248555,-0.1445788592,248555,0.1943021119,
248655,-0.01933693886,248655,0.01206611376,248655,0.9925194979,248655,0.02575620823,248655,-0.006018537562,248655,0.08785206079,
248755,-0.01914202236,248755,0.0128453495,248755,0.9923151135,248755,0.1985075772,248755,-0.1407034546,248755,0.1303717047,
248855,-0.0189194493,248855,0.01362167858,248855,0.9924272895,248855,0.008418325335,248855,-0.03868902102,248855,0.2450470775,
248955,-0.01952738687,248955,0.01226454042,248955,0.9929481149,248955,0.3212646842,248955,-0.05982697755,248955,0.08780486882,
249055,-0.01954276301,249055,0.01215331908,249055,0.9925806522,249055,0.225856781,249055,-0.0415988937,249055,0.1614340097,
249155,-0.02118213661,249155,0.01308992784,249155,0.9921857715,249155,0.04877280816,249155,-0.07589544356,249155,0.158355251,
249255,-0.02092249878,249255,0.01395169459,249255,0.992595315,249255,0.1213279292,249255,-0.0413607955,249255,0.1714624166,
249355,-0.01940350048,249355,0.01388203446,249355,0.9911194444,249355,0.1527322978,249355,-0.06090132147,249355,0.1424731463,
249455,-0.01889610477,249455,0.01313288417,249455,0.9932157397,249455,0.06118676066,249455,-0.07757211477,249455,0.02143433131,
249555,-0.01839432865,249555,0.01425892487,249555,0.9932873249,249555,0.002180976095,249555,-0.03765909374,249555,0.2531457245,
249655,-0.01971123181,249655,0.01301556267,249655,0.9932687283,249655,0.1420298815,249655,-0.03469279781,249655,0.09904240817,
249755,-0.01897537336,249755,0.01415655669,249755,0.994435668,249755,0.1540303081,249755,0.00301522552,249755,0.2085897028,
249855,-0.01917058043,249855,0.01267346926,249855,0.9923577309,249855,0.09263262898,249855,0.008210733533,249855,0.1391775757,
249955,-0.01945969462,249955,0.01206698362,249955,0.9929557443,249955,0.06666822731,249955,-0.04878222197,249955,0.1470880061,
250055,-0.02196804062,250055,0.01244794391,250055,0.9944780469,250055,0.07054211199,250055,0.05198287591,250055,0.202385813,
250155,-0.02003122121,250155,0.0129645234,250155,0.9917285442,250155,0.1545258462,250155,-0.08492849767,250155,0.2025054693,
250255,-0.02155209891,250255,0.01400838606,250255,0.9897652864,250255,0.1421926022,250255,-0.06558902562,250255,0.04522646219,
250355,-0.0203682445,250355,0.0127878869,250355,0.9918715954,250355,0.0897846669,250355,-0.05959263444,250355,0.0963665694,
250455,-0.01962152496,250455,0.01358802617,250455,0.989261508,250455,-0.008778558113,250455,0.02043858729,250455,0.05188497528,
250555,-0.01972815394,250555,0.0133165922,250555,0.9917657375,250555,0.0770605728,250555,-0.05423153564,250555,0.1561525315,
250655,-0.0190046113,250655,0.01427887753,250655,0.9908362627,250655,0.13513574,250655,0.01066061109,250655,0.2407059968,
250755,-0.01790130138,250755,0.01497704908,250755,0.9918094873,250755,0.03674976155,250755,-0.09373290837,250755,0.1936311722,
250855,-0.02114437521,250855,0.01267768815,250855,0.9923480153,250855,0.1381077915,250855,-0.05035860091,250855,0.06173949316,
250955,-0.01902032271,250955,0.01453439426,250955,0.9908997416,250955,0.060902711,250955,-0.1376309544,250955,0.1636401117,
251055,-0.02023002505,251055,0.01402490307,251055,0.9925377369,251055,0.2092846781,251055,-0.117117472,251055,0.2061976939,
251155,-0.01973244548,251155,0.01280882768,251155,0.9943851829,251155,0.0887978971,251155,-0.028831698,251155,0.07441732287,
251255,-0.02093861997,251255,0.01357443351,251255,0.9914901257,251255,0.04482603446,251255,0.01262646075,251255,0.08543415368,
251355,-0.01891710982,251355,0.01342784055,251355,0.9914003611,251355,0.1707011163,251355,-0.03226469085,251355,0.1505541056,
251455,-0.02057593875,251455,0.01361108944,251455,0.9917961955,251455,0.1415793151,251455,-0.007418373134,251455,0.1310938746,
251555,-0.01952425204,251555,0.01377465669,251555,0.9883822203,251555,0.04742472991,251555,-0.08612813056,251555,0.1891361773,
251655,-0.01918320358,251655,0.01468263473,251655,0.9918040633,251655,0.01506612822,251655,-0.152317673,251655,0.07701002061,
251755,-0.02027904056,251755,0.01256004628,251755,0.9919877052,251755,0.1338368952,251755,-0.09626743197,251755,0.1551299691,
251855,-0.02036241628,251855,0.01349427272,251855,0.9922195673,251855,0.08459172398,251855,-0.05041520298,251855,0.06399685144,
251955,-0.01946511865,251955,0.01387655456,251955,0.994781971,251955,0.05897913501,251955,-0.03005860373,251955,0.1798396707,
252055,-0.02066603862,252055,0.01195765473,252055,0.9909205437,252055,0.1292176396,252055,-0.01162101887,252055,0.1151455566,
252155,-0.02055895142,252155,0.01350238174,252155,0.9931951761,252155,0.1909071207,252155,-0.04512219131,252155,0.1476679593,
252255,-0.02117371187,252255,0.01345282141,252255,0.9918509126,252255,0.04504067451,252255,-0.1364258975,252255,0.09796192497,
252355,-0.01920711994,252355,0.0129990587,252355,0.9912450314,252355,0.008362351917,252355,0.09353779256,252355,0.0856692642,
252455,-0.02045351453,252455,0.01239475328,252455,0.990880549,252455,0.1928377897,252455,-0.09953894466,252455,0.1858019978,
252555,-0.01839712076,252555,0.01334129088,252555,0.9916933775,252555,-0.01696106791,252555,-0.02715406008,252555,0.1531922519,
252655,-0.01936829835,252655,0.01212188136,252655,0.9919410944,252655,0.1489213556,252655,0.04552172497,252655,0.1018216759,
252755,-0.01960515976,252755,0.01328605507,252755,0.9897258878,252755,0.08939643949,252755,0.001231518807,252755,0.1753705591,
252855,-0.01970360056,252855,0.01179670356,252855,0.9905607104,252855,0.1392048299,252855,-0.2527201474,252855,0.1392166764,
252955,-0.02022454143,252955,0.01394501794,252955,0.9940311313,252955,0.1044220701,252955,-0.02750387602,252955,0.167042166,
253055,-0.02124572359,253055,0.01411859505,253055,0.9918792248,253055,0.1656655222,253055,-0.05500119925,253055,0.1368392855,
253155,-0.01993200928,253155,0.0134408474,253155,0.9925321341,253155,0.1161764413,253155,-0.06660047919,253155,0.05815212801,
253255,-0.01886367053,253255,0.01281285379,253255,0.9962003231,253255,0.113109313,253255,-0.05299134925,253255,0.09264054149,
253355,-0.02040358633,253355,0.01138717029,253355,0.9939684868,253355,0.1633615792,253355,0.03254197165,253355,0.0591917336,
253455,-0.01976212487,253455,0.01273094863,253455,0.9889631867,253455,0.1975917071,253455,-0.1032338291,253455,0.1057770774,
253555,-0.02046544291,253555,0.01265261695,253555,0.9941629171,253555,-0.005361848045,253555,-0.07383935153,253555,0.1207126081,
253655,-0.01888337545,253655,0.01297564432,253655,0.991508007,253655,0.1837520301,253655,0.0271940846,253655,-0.01007885765,
253755,-0.01830111258,253755,0.0114727011,253755,0.991099298,253755,0.1229804307,253755,0.05419577286,253755,0.1961278319,
253855,-0.01969994232,253855,0.01257586945,253855,0.9927580357,253855,0.1381300837,253855,-0.09233888239,253855,0.1431833953,
253955,-0.02014234848,253955,0.01368056051,253955,0.9903977513,253955,0.08411386609,253955,-0.04588017985,253955,0.1010987163,
254055,-0.01898581535,254055,0.01319351513,254055,0.9922561049,254055,0.1293332428,254055,-0.0728494525,254055,0.120488897,
254155,-0.01981805079,254155,0.01260453649,254155,0.9916080236,254155,0.1270565242,254155,-0.04389670491,254155,0.1009873822,
254255,-0.01945294812,254255,0.01268728264,254255,0.9905464053,254255,0.03103591874,254255,-0.09765943885,254255,0.09160567075,
254355,-0.02034880221,254355,0.01300819684,254355,0.9890573025,254355,0.160330072,254355,-0.1536166519,254355,0.1532752216,
254455,-0.01985130087,254455,0.01206341013,254455,0.9933636785,254455,0.2893522084,254455,-0.005190992262,254455,0.152297914,
254555,-0.02029828914,254555,0.0117966095,254555,0.9910618067,254555,0.08164677024,254555,-0.04765775055,254555,0.118067123,
254655,-0.01957659423,254655,0.01381591149,254655,0.9911111593,254655,-0.01475992333,254655,0.05505019426,254655,0.1179089546,
254755,-0.01901242509,254755,0.01174324099,254755,0.9915618896,254755,0.01646640152,254755,-0.1175231561,254755,0.1006783545,
254855,-0.01979191229,254855,0.01316571143,254855,0.9911693335,254855,0.1569110304,254855,-0.08292070031,254855,0.07896469533,
254955,-0.02039024979,254955,0.01207033917,254955,0.9919917583,254955,0.03095398098,254955,-0.1461138725,254955,0.08430853486,
255055,-0.02062316239,255055,0.01401986927,255055,0.9932973385,255055,0.08804234862,255055,-0.03437519073,255055,0.1139434353,
255155,-0.02026745863,255155,0.01357994042,255155,0.9940634966,255155,0.03827653453,255155,-0.0239175465,255155,0.1335479319,
255255,-0.01993767545,255255,0.01322042383,255255,0.9934321046,255255,0.1372661442,255255,0.04142827541,255255,0.1603997648,
255355,-0.01931827888,255355,0.01204596739,255355,0.9927062392,255355,0.1631089747,255355,-0.01494082808,255355,0.1691068411,
255455,-0.02063952573,255455,0.0127990488,255455,0.9906352162,255455,0.04240138456,255455,-0.05684903264,255455,0.2248663753,
255555,-0.01950128563,255555,0.01273718476,255555,0.9919674397,255555,0.1157765463,255555,-0.09126377106,255555,0.01659053937,
255655,-0.02034314536,255655,0.01253259555,255655,0.9921965003,255655,0.1015872657,255655,-0.1543357819,255655,0.04877164215,
255755,-0.01910710521,255755,0.01241808943,255755,0.9936916828,255755,0.04294894263,255755,-0.07666964829,255755,0.2613111734,
255855,-0.01852247119,255855,0.01288117561,255855,0.991563201,255855,0.1205755025,255855,-0.1137351319,255855,0.0400092788,
255955,-0.01926588267,255955,0.01309012342,255955,0.9922056198,255955,0.1400793046,255955,-0.06449245661,255955,0.1182572767,
256055,-0.0195836816,256055,0.01206551958,256055,0.9920344949,256055,0.03719928488,256055,-0.0988130644,256055,0.1174265966,
256155,-0.01922084205,256155,0.01293326728,256155,0.9907147288,256155,0.107596375,256155,-0.0482371375,256155,0.05766150355,
256255,-0.01915105991,256255,0.01219715364,256255,0.9898295999,256255,0.137915194,256255,0.0002325289825,256255,0.1106119826,
256355,-0.02040368877,256355,0.01307510585,256355,0.9920566082,256355,0.09546328336,256355,-0.10091535,256355,0.1607495695,
256455,-0.01836998016,256455,0.01288366318,256455,0.9930770993,256455,0.06490778178,256455,-0.08437312394,256455,0.06852582842,
256555,-0.0205698777,256555,0.01232163515,256555,0.9909082055,256555,0.07008361816,256555,0.0524321869,256555,0.08409442753,
256655,-0.02022440173,256655,0.01393182296,256655,0.9928429127,256655,0.1332484931,256655,-0.007387273479,256655,0.03901654482,
256755,-0.0192945879,256755,0.01315334346,256755,0.9933308959,256755,0.09398174286,256755,-0.004635317251,256755,0.1590696424,
256855,-0.02042368241,256855,0.01208694559,256855,0.9918912053,256855,0.06781964749,256855,0.006967134774,256855,0.1325556487,
256955,-0.01825572923,256955,0.01183469128,256955,0.9924402237,256955,-0.08234122396,256955,-0.04751197621,256955,0.1082870364,
257055,-0.02000051178,257055,0.01301351003,257055,0.9932191968,257055,0.1035320982,257055,-0.05329465866,257055,0.1835761815,
257155,-0.02041754872,257155,0.01134147774,257155,0.9927498698,257155,0.1351904273,257155,0.01307671051,257155,0.1341498345,
257255,-0.0190636944,257255,0.01306537259,257255,0.9932619929,257255,0.1515501142,257255,-0.09656095505,257255,0.0162570253,
257355,-0.02043236606,257355,0.01337910071,257355,0.9925833344,257355,0.08992772549,257355,0.05337433144,257355,0.2110268772,
257455,-0.0207069125,257455,0.01229690015,257455,0.9890704751,257455,0.2181558907,257455,-0.1492350698,257455,0.1094166711,
257555,-0.02057413757,257555,0.0124959508,257555,0.9929156303,257555,0.1282526702,257555,-0.07290373743,257555,0.1511857212,
257655,-0.02007988654,257655,0.01311940234,257655,0.9932155609,257655,0.122456193,257655,0.008165839128,257655,0.1839799881,
257755,-0.0198422391,257755,0.01278097089,257755,0.990737617,257755,0.06545492262,257755,-0.04250853509,257755,0.1787053496,
257855,-0.02000542171,257855,0.01333465613,257855,0.9912763834,257855,0.02329240739,257855,-0.06127973273,257855,0.1380252242,
257955,-0.02075433359,257955,0.01367122214,257955,0.9935753345,257955,0.115830943,257955,-0.03902123123,257955,0.147761628,
258055,-0.0191961918,258055,0.01240577642,258055,0.9912859201,258055,0.02483295649,258055,-0.02069352567,258055,0.1450534165,
258155,-0.0200508479,258155,0.01222586259,258155,0.9926836491,258155,0.1500345469,258155,-0.05173137039,258155,0.04125015065,
258255,-0.02025801875,258255,0.0143450452,258255,0.9920727015,258255,0.1089610159,258255,-0.1471787393,258255,0.1432183385,
258355,-0.01995763928,258355,0.01230177656,258355,0.9927337766,258355,0.1637809426,258355,0.01212883461,258355,0.1835414022,
258455,-0.01930519566,258455,0.01267988048,258455,0.9913045168,258455,0.1089528576,258455,-0.04859382287,258455,0.2220383584,
258555,-0.01941128634,258555,0.01220294461,258555,0.9893293977,258555,0.1135518551,258555,0.03361613676,258555,0.1400075555,
258655,-0.01907183416,258655,0.01278237347,258655,0.9891334772,258655,-0.04406835139,258655,0.02412722632,258655,0.1314692199,
258755,-0.01915008202,258755,0.01238297019,258755,0.9898223281,258755,0.01384695712,258755,-0.006554455962,258755,0.1649528891,
258855,-0.01811602898,258855,0.0138730621,258855,0.9922888279,258855,0.06382270157,258855,-0.06122976169,258855,0.02331286855,
258955,-0.02003423125,258955,0.01369560976,258955,0.9898203611,258955,-0.004534177482,258955,-0.01297108643,258955,0.1510209739,
259055,-0.01980877668,259055,0.01451925933,259055,0.991191864,259055,0.08384283632,259055,-0.07190570235,259055,0.157976985,
259155,-0.01973748207,259155,0.01261310559,259155,0.989780724,259155,0.08538869023,259155,-0.05256724358,259155,0.1929464191,
259255,-0.0189433787,259255,0.01253631897,259255,0.9933393002,259255,0.2285345644,259255,-0.007312765811,259255,0.1604270786,
259355,-0.01968028955,259355,0.01264590118,259355,0.9916915298,259355,0.1000396535,259355,-0.04152741283,259355,0.1976149231,
259455,-0.01772362739,259455,0.01360762864,259455,0.9934999347,259455,0.1448558122,259455,-0.05131997541,259455,0.1784345359,
259555,-0.02172757499,259555,0.01138828322,259555,0.9911599755,259555,0.04094545543,259555,-0.04180372879,259555,0.1322592795,
259655,-0.02001152374,259655,0.01394340582,259655,0.9929696321,259655,0.1616482288,259655,-0.05294027179,259655,0.1116192564,
259755,-0.02102149092,259755,0.01344442461,259755,0.9917290211,259755,0.09661563486,259755,-0.03540921956,259755,0.05901303142,
259855,-0.0195655264,259855,0.01395005174,259855,0.9937443137,259855,0.11663533,259855,-0.1101809591,259855,0.07699885219,
259955,-0.02026054822,259955,0.01311104093,259955,0.9908244014,259955,0.05674756691,259955,-0.0279931128,259955,0.2468006015,
260055,-0.01979292557,260055,0.01362133957,260055,0.9902186394,260055,0.03238414228,260055,-0.07331253588,260055,0.1689777523,
260155,-0.01912865974,260155,0.01329801045,260155,0.9912186861,260155,0.08123427629,260155,-0.01941023767,260155,0.1137017608,
260255,-0.01843347773,260255,0.01408901438,260255,0.9926009178,260255,0.06796415895,260255,-0.08996213228,260255,0.1152692437,
